return_id,order_id,product_id,qty,return_date,reason
278,5399,104,1,2026-02-03,late_delivery
279,5400,41,1,2025-11-23,changed_mind
280,5418,10,1,2025-12-17,changed_mind
281,5426,29,1,2025-12-18,changed_mind
282,5457,222,1,2025-11-01,changed_mind
283,5469,47,3,2025-10-25,damaged
284,5480,45,1,2026-03-11,late_delivery
285,5486,109,1,2025-12-20,quality_issue
286,5495,99,4,2026-03-11,wrong_item
287,5530,97,1,2025-11-23,quality_issue
288,5579,24,2,2026-03-11,wrong_item
289,5592,122,1,2026-02-17,quality_issue
290,5594,34,1,2026-01-17,late_delivery
291,5675,125,1,2025-10-21,wrong_item
292,5676,172,3,2026-03-06,quality_issue
293,5681,85,1,2025-10-06,changed_mind
294,5687,239,3,2025-12-30,wrong_item
295,5719,66,1,2026-01-18,wrong_item
296,5741,179,1,2025-12-24,wrong_item
297,5774,170,2,2025-12-25,changed_mind
298,5788,219,2,2026-02-03,late_delivery
299,5849,231,4,2025-10-25,quality_issue
300,5893,35,1,2026-01-27,wrong_item
301,5912,37,2,2025-12-18,wrong_item
302,5926,137,3,2026-01-11,quality_issue
303,5944,35,1,2025-11-22,changed_mind
304,5973,250,2,2025-11-06,wrong_item
305,6002,114,2,2026-01-29,damaged
306,6003,162,1,2026-01-21,changed_mind
307,6014,31,1,2025-10-09,changed_mind
308,6034,94,2,2025-10-15,damaged
309,6037,34,2,2026-03-01,late_delivery
310,6098,69,3,2026-01-10,damaged
311,6113,146,3,2025-12-12,late_delivery
312,6128,182,1,2026-01-09,changed_mind
313,6133,22,3,2026-03-05,late_delivery
314,6139,13,1,2025-10-16,quality_issue
315,6152,183,1,2025-12-07,damaged
316,6161,202,2,2025-11-27,late_delivery
317,6229,11,1,2026-03-07,late_delivery
318,6258,30,2,2026-01-16,damaged
319,6271,157,1,2025-11-21,quality_issue
320,6273,51,1,2025-11-01,late_delivery
321,6318,60,1,2026-03-11,wrong_item
322,6353,92,3,2026-02-11,late_delivery
323,6362,7,3,2025-10-15,quality_issue
324,6371,200,1,2025-10-21,damaged
325,6372,186,1,2025-11-17,changed_mind
326,6416,188,1,2026-03-11,wrong_item
327,6432,228,2,2025-12-29,wrong_item
328,6475,150,2,2026-01-18,quality_issue
329,6482,209,2,2025-12-30,late_delivery
330,6504,21,4,2026-03-12,wrong_item
331,6523,193,2,2026-01-18,late_delivery
332,6552,245,1,2026-02-05,late_delivery
333,6567,178,2,2025-12-25,changed_mind
334,6576,25,3,2026-03-03,damaged
335,6593,2,2,2025-11-20,changed_mind
336,6615,218,1,2026-03-07,quality_issue
337,6642,40,4,2026-01-30,quality_issue
338,6652,123,1,2025-12-13,damaged
339,6667,90,2,2025-10-24,changed_mind
340,6675,165,1,2026-02-25,quality_issue
341,6676,170,3,2025-09-28,changed_mind
342,6682,98,1,2026-02-19,quality_issue
343,6730,59,1,2025-10-12,wrong_item
344,6740,75,2,2026-02-03,late_delivery
345,6751,152,1,2026-01-16,late_delivery
346,6756,102,2,2026-02-24,changed_mind
347,6774,74,2,2025-12-27,damaged
348,6784,203,4,2025-10-25,wrong_item
349,6790,180,1,2025-12-12,damaged
350,6818,151,4,2025-11-11,late_delivery
351,6824,5,2,2025-12-28,wrong_item
352,6830,8,4,2025-11-03,quality_issue
353,6841,34,1,2026-03-12,wrong_item
354,6856,222,1,2025-10-15,quality_issue
355,6902,228,1,2025-12-10,changed_mind
356,6910,133,2,2026-03-11,quality_issue
357,6965,18,1,2026-01-28,wrong_item
358,6994,11,1,2025-11-08,changed_mind
359,6999,185,1,2026-02-24,late_delivery
360,7001,129,3,2025-11-19,wrong_item
361,7054,119,1,2025-12-22,late_delivery
362,7130,247,1,2026-02-02,wrong_item
363,7165,157,2,2026-03-08,wrong_item
364,7177,64,4,2026-03-02,late_delivery
365,7185,81,2,2025-09-16,late_delivery
366,7205,44,2,2025-11-05,damaged
367,7236,115,1,2026-02-27,changed_mind
368,7342,194,1,2026-01-30,damaged
369,7362,198,1,2025-11-19,wrong_item
370,7371,77,2,2025-12-14,quality_issue
371,7383,39,4,2026-03-12,wrong_item
372,7385,72,1,2026-03-07,damaged
373,7456,164,2,2026-01-05,quality_issue
374,7458,164,1,2026-01-05,changed_mind
375,7461,102,1,2026-02-23,wrong_item
376,7480,156,1,2026-01-14,wrong_item
377,7526,89,1,2026-01-10,changed_mind
378,7548,16,2,2025-10-17,damaged
379,7549,226,4,2026-01-23,quality_issue
380,7551,104,3,2026-02-04,late_delivery
381,7568,220,3,2026-02-04,late_delivery
382,7575,220,3,2025-11-24,damaged
383,7606,142,2,2026-01-20,changed_mind
384,7630,21,1,2025-10-22,wrong_item
385,7638,25,4,2026-02-15,quality_issue
386,7672,129,1,2025-09-25,late_delivery
387,7680,147,4,2025-11-23,quality_issue
388,7691,87,1,2025-11-17,late_delivery
389,7694,111,1,2026-02-11,changed_mind
390,7793,25,2,2026-03-11,wrong_item
391,7812,22,2,2025-12-22,damaged
392,7817,238,1,2026-01-25,damaged
393,7820,172,2,2025-12-03,quality_issue
394,7849,69,1,2026-02-06,damaged
395,7853,147,1,2026-02-14,wrong_item
396,7856,162,2,2026-03-10,damaged
397,7877,47,4,2025-10-27,wrong_item
398,7918,92,3,2026-02-12,damaged
399,7935,174,4,2026-01-21,damaged
400,7957,98,1,2026-03-11,late_delivery
401,7989,250,2,2025-11-28,quality_issue
402,8018,8,1,2025-10-28,wrong_item
403,8022,46,2,2025-11-15,changed_mind
404,8028,178,2,2026-01-26,wrong_item
405,8042,124,2,2026-01-03,quality_issue
406,8058,95,3,2026-03-12,changed_mind
407,8059,240,3,2026-02-28,damaged
408,8091,136,1,2026-02-15,quality_issue
409,8100,201,1,2025-11-24,damaged
410,8104,54,4,2026-01-02,damaged
411,8108,15,1,2026-03-07,quality_issue
412,8125,145,1,2025-09-28,changed_mind
413,8203,146,2,2026-03-12,quality_issue
414,8271,218,3,2026-01-11,quality_issue
415,8295,222,1,2026-01-31,changed_mind
416,8315,40,1,2025-12-01,changed_mind
417,8317,57,1,2025-11-14,quality_issue
418,8320,125,3,2026-02-21,late_delivery
419,8341,239,4,2025-11-11,changed_mind
420,8363,164,2,2025-12-22,late_delivery
421,8364,240,2,2026-03-09,wrong_item
422,8368,166,1,2025-12-28,damaged
423,8383,43,4,2026-02-03,quality_issue
424,8384,186,4,2026-01-23,changed_mind
425,8387,130,4,2025-12-29,wrong_item
426,8408,113,2,2025-11-08,late_delivery
427,8434,190,1,2025-11-20,late_delivery
428,8442,88,1,2025-10-12,quality_issue
429,8451,27,1,2026-02-03,late_delivery
430,8491,117,1,2026-01-01,damaged
431,8502,215,1,2025-12-31,changed_mind
432,8511,24,4,2025-12-09,damaged
433,8512,44,2,2025-12-24,late_delivery
434,8532,155,1,2026-02-19,quality_issue
435,8538,158,1,2026-02-27,changed_mind
436,8565,8,1,2025-11-09,quality_issue
437,8597,158,1,2025-10-22,changed_mind
438,8610,182,1,2025-10-13,quality_issue
439,8618,249,1,2026-01-27,changed_mind
440,8648,3,1,2026-02-28,changed_mind
441,8653,222,1,2026-01-20,damaged
442,8654,238,1,2026-01-20,late_delivery
443,8665,167,2,2025-10-02,changed_mind
444,8672,183,2,2026-01-09,wrong_item
445,8676,102,1,2026-02-18,wrong_item
446,8701,99,3,2026-03-08,quality_issue
447,8724,155,2,2025-12-13,wrong_item
448,8749,203,1,2026-02-28,changed_mind
449,8751,30,2,2025-11-21,changed_mind
450,8784,224,2,2025-12-20,damaged
451,8790,155,2,2026-02-11,late_delivery
452,8797,88,1,2025-11-07,damaged
453,8815,227,2,2025-11-06,changed_mind
454,8833,7,1,2026-01-28,damaged
455,8956,157,2,2025-11-07,wrong_item
456,8968,30,3,2025-12-26,late_delivery
457,8969,29,1,2026-02-01,changed_mind
458,8975,116,1,2026-03-11,wrong_item
459,8997,104,2,2025-11-04,changed_mind
