user_id,campaign_id,touched_at
568,15,2026-02-23
568,1,2025-12-09
570,3,2026-01-02
574,11,2025-10-04
574,11,2026-02-09
574,22,2025-12-01
574,6,2025-10-02
575,14,2025-12-29
575,14,2026-01-05
575,5,2026-01-17
578,14,2025-10-30
578,20,2025-12-17
580,13,2025-10-12
582,16,2025-11-03
582,14,2026-03-08
582,11,2025-09-23
583,14,2025-11-24
583,7,2026-02-17
583,14,2025-11-12
584,9,2026-02-13
584,23,2025-12-17
584,11,2026-01-11
584,8,2025-12-01
585,14,2025-09-25
585,25,2025-11-02
585,5,2026-01-13
586,23,2025-10-07
586,6,2025-10-05
586,22,2025-12-04
587,5,2025-10-06
587,4,2025-11-09
587,6,2026-01-19
587,23,2025-12-21
588,7,2026-01-29
588,6,2025-12-15
588,18,2026-03-03
588,21,2025-11-14
590,8,2025-11-09
590,25,2025-11-26
590,18,2025-12-01
591,18,2025-12-21
591,16,2026-03-01
591,23,2026-03-06
592,9,2025-12-04
592,24,2026-01-05
592,4,2026-03-06
592,22,2025-10-13
593,16,2026-02-16
593,16,2025-11-09
593,7,2025-09-29
593,10,2025-09-22
598,1,2025-10-19
598,20,2026-01-25
598,5,2025-12-21
602,17,2026-03-06
604,4,2025-12-10
604,20,2025-11-13
605,4,2025-12-11
606,25,2026-01-03
606,20,2026-03-07
612,24,2026-01-23
612,4,2025-10-18
614,13,2026-01-16
614,25,2026-02-04
618,9,2025-12-06
618,7,2025-11-21
619,17,2026-01-02
619,16,2025-11-21
620,10,2026-01-18
625,16,2026-02-14
625,8,2026-02-18
625,16,2025-10-27
627,5,2025-09-28
627,12,2025-11-03
627,11,2025-12-18
627,20,2026-02-06
628,12,2026-02-06
628,3,2026-03-04
628,5,2026-02-05
629,11,2025-12-14
629,25,2025-12-28
629,8,2025-10-09
630,4,2025-11-27
630,19,2025-11-02
630,23,2026-02-28
631,4,2026-02-24
631,2,2025-12-26
631,14,2026-03-08
632,15,2025-10-24
633,10,2025-12-02
634,17,2025-11-07
635,7,2025-11-06
635,11,2026-02-15
635,1,2026-01-07
636,10,2025-11-19
637,20,2025-12-25
637,7,2025-10-01
637,19,2025-10-06
638,2,2025-12-08
640,3,2026-02-16
641,25,2025-10-29
641,4,2026-02-25
641,15,2025-11-16
644,9,2026-02-17
644,15,2025-12-05
644,22,2025-09-22
644,22,2025-12-03
646,14,2025-11-04
646,7,2025-12-15
646,11,2025-09-24
646,22,2025-12-19
648,6,2025-11-29
648,24,2026-03-05
649,13,2025-12-27
649,19,2025-10-05
649,5,2025-12-12
649,1,2026-01-22
650,14,2026-02-28
650,6,2025-10-08
650,23,2025-12-08
653,22,2025-10-10
653,21,2025-12-01
653,20,2025-12-24
653,19,2026-02-26
654,23,2025-10-25
654,12,2025-11-02
654,21,2026-02-09
657,20,2026-02-28
657,11,2025-12-25
657,2,2025-11-18
657,24,2026-01-25
658,11,2025-12-09
661,22,2025-10-24
661,22,2025-09-14
661,18,2025-09-22
662,24,2026-01-19
662,24,2026-01-24
662,18,2026-01-24
662,16,2025-12-30
663,2,2026-02-01
663,21,2026-01-20
664,18,2025-11-08
664,8,2026-03-06
667,21,2025-12-23
667,6,2025-10-03
667,10,2025-11-28
667,24,2025-11-14
668,20,2025-10-04
668,7,2026-02-03
669,15,2025-09-29
669,7,2025-11-18
669,18,2025-12-13
669,12,2025-10-10
670,21,2025-12-10
670,7,2025-12-05
670,24,2026-01-30
676,23,2026-02-06
676,24,2025-10-11
676,3,2025-10-08
676,16,2025-12-10
678,11,2025-11-08
678,3,2025-09-26
680,2,2026-02-19
680,14,2026-03-08
682,12,2026-03-03
682,6,2026-02-09
682,10,2026-01-29
683,24,2026-02-20
683,8,2025-10-11
687,1,2025-11-22
688,24,2026-01-13
688,6,2026-03-04
688,16,2025-12-19
688,25,2025-09-20
692,22,2025-09-27
692,4,2026-02-25
692,12,2025-09-18
693,10,2025-09-15
696,21,2025-12-21
696,11,2025-09-24
696,6,2026-01-14
700,11,2025-10-18
701,13,2026-01-20
701,12,2025-12-15
702,2,2025-12-10
702,16,2026-02-17
702,9,2026-01-06
702,25,2025-11-03
703,15,2026-03-03
703,20,2026-02-12
703,8,2025-11-20
705,22,2026-03-10
705,24,2025-09-16
707,25,2026-01-09
707,23,2025-10-17
707,9,2026-01-14
707,5,2025-12-20
708,12,2025-10-30
709,20,2025-11-22
711,6,2025-10-07
711,15,2026-03-08
714,25,2025-11-04
714,1,2025-10-09
714,23,2025-09-25
715,17,2026-01-28
715,11,2025-11-09
717,15,2026-02-07
717,7,2025-12-07
720,9,2025-10-22
720,16,2026-01-31
723,2,2026-01-13
724,2,2026-03-01
724,15,2026-01-11
724,14,2025-11-19
725,3,2026-01-09
725,23,2025-12-22
725,14,2025-12-19
726,16,2025-09-16
726,13,2026-01-22
726,6,2026-02-23
727,24,2025-09-14
727,14,2026-01-14
730,16,2025-10-04
730,3,2025-12-24
731,5,2025-11-16
731,3,2025-09-22
731,13,2025-10-12
733,7,2025-11-19
736,1,2025-10-30
738,24,2025-10-13
739,3,2025-11-15
739,2,2026-02-07
740,17,2025-10-13
740,11,2026-02-05
740,20,2025-11-26
740,4,2025-11-02
741,14,2025-09-23
743,3,2025-10-22
743,8,2025-12-14
743,11,2025-12-17
743,11,2025-10-17
744,21,2026-01-01
746,23,2026-02-20
746,14,2025-11-15
749,15,2025-11-04
755,1,2025-12-19
756,1,2025-10-21
756,4,2025-11-24
756,25,2025-09-22
758,12,2025-10-26
758,18,2026-02-08
758,11,2025-12-24
759,11,2026-01-24
759,21,2025-12-23
759,9,2025-09-29
759,11,2026-01-28
760,19,2025-12-21
760,20,2025-10-20
760,7,2025-10-01
760,11,2026-01-22
762,22,2025-11-22
763,2,2025-11-13
763,13,2026-02-16
763,16,2025-09-28
764,23,2026-02-17
764,16,2025-10-09
764,25,2025-12-31
765,20,2025-10-28
765,20,2025-11-01
766,6,2025-11-08
767,21,2026-01-01
770,1,2025-09-22
773,22,2026-01-15
774,12,2025-11-02
777,13,2025-09-23
778,14,2025-10-27
778,15,2025-12-20
778,3,2025-12-25
780,24,2025-11-28
780,1,2025-09-13
781,25,2025-11-15
781,5,2025-11-29
782,6,2025-10-18
782,23,2025-11-17
783,15,2026-01-29
783,3,2025-12-30
784,16,2025-12-15
784,3,2025-09-20
784,17,2025-12-02
785,25,2025-12-02
785,20,2026-03-10
787,15,2025-10-15
787,13,2025-11-30
787,10,2025-10-12
787,5,2025-10-30
788,14,2025-11-30
788,3,2026-03-12
788,4,2025-11-02
788,2,2025-09-21
791,15,2025-09-27
791,11,2026-01-11
791,12,2026-02-28
792,25,2025-09-30
792,4,2026-02-18
793,6,2025-11-01
797,15,2026-01-17
798,15,2026-01-28
799,14,2025-12-27
799,18,2025-09-30
799,1,2026-02-28
799,13,2025-12-17
800,14,2026-01-15
800,5,2026-02-06
800,24,2025-09-20
801,10,2026-02-26
801,17,2025-12-13
802,21,2025-12-02
802,21,2025-11-10
802,9,2025-09-30
802,13,2025-10-30
803,11,2025-12-23
803,3,2025-10-21
803,3,2025-12-17
803,2,2026-03-09
806,18,2026-01-11
806,4,2026-02-02
806,16,2025-10-30
806,10,2025-12-19
808,12,2025-12-26
809,25,2025-10-13
809,19,2025-11-07
809,22,2025-09-20
809,22,2025-12-13
810,13,2025-12-10
810,1,2025-09-14
810,13,2026-01-19
810,1,2025-10-07
811,6,2026-02-12
811,6,2025-09-27
812,16,2026-01-19
812,4,2026-03-06
817,11,2026-02-23
818,3,2025-12-14
818,2,2026-03-11
819,15,2025-10-04
819,20,2025-11-22
819,19,2025-10-01
819,1,2026-01-09
822,21,2025-11-19
824,19,2025-12-12
824,20,2025-11-28
830,13,2025-12-09
830,25,2026-02-17
832,23,2026-01-17
834,3,2026-01-17
834,18,2026-01-30
834,25,2025-10-29
834,6,2025-09-26
836,17,2026-03-07
836,5,2026-01-17
836,14,2025-12-26
837,14,2026-01-31
837,4,2025-09-15
837,20,2025-12-31
837,1,2025-10-03
838,20,2026-02-15
839,18,2026-01-11
839,13,2025-10-06
842,23,2025-09-13
842,3,2025-10-28
843,14,2025-11-30
843,4,2025-11-17
843,13,2025-10-18
844,9,2025-11-20
844,13,2025-11-14
844,23,2025-10-03
846,21,2026-01-01
847,25,2025-12-08
847,5,2026-02-14
847,16,2025-09-30
847,20,2025-09-19
850,5,2025-11-04
850,9,2025-12-26
850,14,2026-01-02
850,6,2026-01-01
855,6,2025-12-16
857,8,2026-03-01
857,20,2026-03-12
857,20,2025-10-27
857,3,2025-10-15
858,8,2025-11-07
858,4,2025-10-09
858,23,2026-02-25
862,23,2025-12-27
862,11,2025-09-26
862,23,2025-12-12
866,15,2025-11-10
867,1,2026-01-26
867,16,2025-09-21
867,9,2025-11-05
868,22,2026-01-25
868,17,2025-10-28
868,20,2025-12-14
868,11,2025-10-06
869,4,2025-11-02
869,22,2026-01-27
869,25,2025-12-24
869,14,2026-01-07
870,12,2026-02-20
870,5,2025-10-17
871,14,2025-11-21
878,16,2026-02-18
878,24,2026-01-29
878,8,2025-11-01
878,9,2025-11-25
880,20,2026-02-16
880,7,2026-02-26
882,20,2025-12-31
882,3,2025-10-23
882,22,2026-01-15
882,21,2025-10-22
883,1,2025-12-11
883,21,2025-11-03
883,8,2025-11-18
883,5,2025-12-25
887,12,2026-02-01
887,22,2025-10-29
887,8,2025-11-22
887,18,2025-11-03
889,4,2025-12-29
889,7,2025-09-29
889,5,2025-09-22
890,11,2025-12-14
894,6,2025-10-04
895,14,2026-03-08
895,7,2026-01-03
895,2,2025-12-13
896,19,2025-11-15
896,8,2025-09-27
896,17,2026-01-18
896,15,2026-02-17
901,18,2025-10-26
901,23,2025-11-14
902,14,2025-12-31
902,6,2026-01-02
902,10,2026-02-10
902,16,2025-10-06
903,18,2025-10-25
903,7,2026-03-07
904,14,2025-12-11
904,6,2025-11-04
904,7,2026-01-08
906,20,2025-12-22
906,12,2025-10-07
907,1,2025-11-19
907,19,2026-02-23
907,16,2026-01-08
911,22,2025-12-29
912,14,2026-02-23
912,7,2026-02-24
912,22,2025-12-01
914,3,2026-01-09
915,4,2025-12-12
915,2,2025-10-20
915,19,2025-11-18
918,2,2026-02-24
918,12,2025-09-27
918,16,2025-09-24
921,5,2025-10-26
924,6,2026-01-31
924,6,2026-01-14
925,4,2025-11-20
925,13,2026-02-02
926,3,2026-02-14
926,7,2025-10-24
927,20,2026-01-29
927,4,2026-03-01
927,1,2025-12-17
928,18,2025-12-14
930,22,2025-09-20
930,21,2025-09-30
930,19,2025-12-11
930,8,2026-03-06
931,10,2026-02-14
931,18,2025-11-14
931,14,2025-12-12
931,4,2026-03-08
933,21,2026-03-03
934,2,2025-11-14
934,24,2026-01-09
935,16,2025-12-26
936,10,2025-12-12
936,5,2025-09-29
936,6,2026-03-12
936,1,2025-11-02
937,24,2026-01-01
937,15,2025-09-26
937,7,2025-12-18
942,15,2026-01-31
942,1,2025-10-21
942,4,2025-09-30
943,21,2025-10-15
943,10,2025-11-29
943,15,2025-09-28
945,19,2026-02-02
945,13,2025-10-15
945,5,2026-03-08
945,2,2026-01-29
948,13,2025-11-16
948,9,2025-10-05
948,16,2026-02-27
948,11,2025-12-04
951,19,2026-02-21
951,17,2026-01-13
952,21,2026-01-23
953,1,2025-09-26
953,8,2026-02-17
953,23,2025-12-18
954,13,2025-09-26
954,13,2025-10-12
956,14,2026-03-05
956,9,2025-12-26
957,19,2026-01-23
957,18,2025-11-24
959,25,2025-10-31
959,1,2025-11-17
960,9,2025-10-22
960,16,2025-10-28
961,21,2025-10-06
961,25,2025-10-19
961,23,2025-12-14
961,20,2026-01-12
963,8,2026-02-20
963,4,2025-12-08
964,13,2026-02-02
966,7,2025-12-08
966,9,2025-09-21
966,24,2025-10-26
