user_id,created_at,country,marketing_source
481,2025-10-12,PT,organic
482,2025-12-11,MX,referral
483,2026-02-25,US,google
484,2025-10-20,MX,google
485,2026-02-14,US,referral
486,2026-02-27,BR,google
487,2026-02-20,CA,organic
488,2026-02-04,PT,facebook
489,2026-02-04,PT,facebook
490,2026-02-20,MX,google
491,2025-09-30,CA,facebook
492,2025-11-29,MX,organic
493,2025-12-12,PT,google
494,2026-01-09,CA,google
495,2025-12-16,MX,google
496,2025-10-06,PT,organic
497,2025-12-20,CA,organic
498,2025-09-23,CA,email
499,2026-02-06,US,facebook
500,2026-01-12,PT,google
501,2025-09-28,CA,google
502,2025-12-09,BR,organic
503,2025-10-27,BR,google
504,2026-01-03,CA,organic
505,2026-02-16,US,facebook
506,2025-11-24,CA,facebook
507,2025-12-08,PT,google
508,2026-02-21,MX,google
509,2025-10-07,PT,organic
510,2025-11-24,MX,referral
511,2026-02-28,PT,email
512,2025-12-07,BR,organic
513,2025-10-19,MX,facebook
514,2026-02-27,CA,google
515,2025-10-04,MX,organic
516,2026-02-24,MX,email
517,2026-03-03,PT,google
518,2026-03-03,CA,organic
519,2025-09-17,MX,facebook
520,2025-11-06,MX,tiktok
521,2026-01-15,US,google
522,2025-10-18,US,google
523,2025-10-08,PT,referral
524,2026-01-25,BR,organic
525,2026-02-18,US,organic
526,2025-10-22,US,google
527,2026-03-09,PT,email
528,2025-10-25,CA,google
529,2025-12-15,US,tiktok
530,2026-02-16,MX,referral
531,2026-01-05,US,organic
532,2025-12-01,CA,email
533,2025-11-01,MX,organic
534,2026-02-06,CA,organic
535,2025-11-24,CA,organic
536,2025-12-29,US,email
537,2026-02-14,US,email
538,2025-09-26,CA,email
539,2026-02-01,BR,referral
540,2026-01-23,BR,facebook
541,2025-10-24,MX,facebook
542,2026-01-22,US,email
543,2025-10-06,US,email
544,2025-12-11,BR,facebook
545,2025-12-23,PT,facebook
546,2025-12-20,BR,facebook
547,2025-09-20,MX,tiktok
548,2026-02-26,MX,email
549,2025-10-18,BR,facebook
550,2026-01-11,US,referral
551,2026-01-11,CA,organic
552,2025-10-03,BR,google
553,2025-10-21,PT,tiktok
554,2026-02-15,PT,facebook
555,2025-11-25,US,facebook
556,2025-09-25,US,facebook
557,2026-02-19,CA,google
558,2026-01-18,PT,organic
559,2026-02-21,PT,organic
560,2025-10-19,MX,facebook
561,2026-02-17,MX,google
562,2025-12-28,US,organic
563,2025-10-04,PT,tiktok
564,2025-09-30,PT,organic
565,2026-01-20,PT,google
566,2026-01-11,BR,organic
567,2025-12-17,MX,referral
568,2025-12-13,BR,facebook
569,2026-02-28,BR,referral
570,2025-12-07,US,google
571,2026-01-30,MX,email
572,2025-10-27,CA,tiktok
573,2026-01-13,US,email
574,2025-09-29,CA,google
575,2025-11-03,BR,email
576,2025-09-23,MX,tiktok
577,2026-01-22,CA,tiktok
578,2026-01-30,CA,google
579,2026-02-25,US,facebook
580,2025-09-25,MX,google
581,2025-12-16,CA,email
582,2026-01-03,CA,facebook
583,2025-10-30,CA,organic
584,2025-12-16,PT,google
585,2025-10-04,CA,google
586,2026-02-14,US,organic
587,2025-12-04,BR,google
588,2026-03-01,MX,facebook
589,2026-02-14,CA,google
590,2026-01-04,MX,facebook
591,2025-12-12,PT,tiktok
592,2025-11-22,BR,google
593,2026-02-23,CA,facebook
594,2026-03-05,US,tiktok
595,2025-10-19,PT,organic
596,2026-01-03,BR,google
597,2025-11-12,MX,facebook
598,2026-02-05,BR,organic
599,2026-03-05,CA,tiktok
600,2025-12-17,CA,referral
601,2026-02-06,US,organic
602,2025-12-23,MX,organic
603,2025-11-15,BR,google
604,2025-10-30,CA,organic
605,2026-02-03,BR,google
606,2025-11-18,CA,google
607,2026-02-16,MX,organic
608,2026-01-16,US,google
609,2025-10-01,CA,google
610,2026-01-04,BR,email
611,2025-12-03,MX,organic
612,2026-01-31,PT,facebook
613,2025-11-28,US,referral
614,2026-03-11,US,email
615,2026-01-21,US,google
616,2025-11-03,US,google
617,2026-01-17,BR,facebook
618,2026-02-06,MX,organic
619,2026-02-01,US,organic
620,2025-10-05,BR,facebook
621,2026-01-13,PT,facebook
622,2025-12-26,PT,google
623,2025-12-03,BR,facebook
624,2026-03-06,PT,facebook
625,2026-02-01,PT,google
626,2025-10-16,CA,organic
627,2025-09-27,BR,organic
628,2025-11-29,US,google
629,2025-11-09,MX,tiktok
630,2026-01-23,MX,email
631,2025-11-16,US,organic
632,2026-02-01,MX,google
633,2025-11-29,PT,organic
634,2026-01-19,US,organic
635,2026-02-08,US,google
636,2026-02-19,PT,facebook
637,2026-02-04,BR,email
638,2025-09-20,BR,google
639,2026-02-24,PT,google
640,2025-11-05,PT,facebook
641,2026-02-23,BR,organic
642,2026-02-20,PT,facebook
643,2025-11-29,CA,google
644,2026-03-07,CA,facebook
645,2025-10-01,BR,google
646,2025-12-28,CA,organic
647,2025-12-09,PT,google
648,2025-12-03,MX,tiktok
649,2025-10-16,MX,organic
650,2025-10-10,MX,google
651,2025-10-14,MX,facebook
652,2025-10-19,BR,google
653,2025-12-20,PT,facebook
654,2025-10-23,MX,tiktok
655,2025-12-02,US,referral
656,2026-01-18,PT,organic
657,2025-11-30,CA,google
658,2025-12-22,PT,facebook
659,2025-11-13,US,organic
660,2025-09-25,BR,facebook
661,2026-02-12,CA,facebook
662,2025-09-15,BR,facebook
663,2025-11-19,MX,referral
664,2025-12-15,BR,facebook
665,2026-02-05,PT,google
666,2026-02-01,MX,google
667,2026-01-20,CA,referral
668,2025-11-23,PT,organic
669,2025-10-13,US,tiktok
670,2025-12-22,MX,email
671,2025-12-08,PT,tiktok
672,2025-10-19,US,organic
673,2025-12-24,PT,google
674,2025-09-22,US,referral
675,2026-01-12,PT,facebook
676,2026-02-15,PT,google
677,2026-02-16,MX,google
678,2026-02-17,MX,organic
679,2026-01-20,PT,organic
680,2026-02-04,MX,organic
681,2025-09-17,MX,facebook
682,2025-10-11,CA,organic
683,2026-03-08,BR,organic
684,2025-11-19,PT,organic
685,2025-09-26,PT,organic
686,2026-01-25,PT,referral
687,2025-12-19,US,email
688,2025-11-14,BR,organic
689,2026-03-11,BR,google
690,2026-01-03,MX,facebook
691,2025-12-27,US,facebook
692,2026-02-16,CA,email
693,2025-09-28,US,organic
694,2026-02-03,MX,tiktok
695,2026-01-13,PT,facebook
696,2025-10-27,CA,tiktok
697,2025-12-09,PT,facebook
698,2026-03-06,MX,organic
699,2025-11-01,US,google
700,2025-11-28,US,tiktok
701,2025-11-28,MX,organic
702,2026-03-08,CA,facebook
703,2025-12-11,PT,tiktok
704,2025-11-22,MX,google
705,2026-03-05,PT,facebook
706,2025-12-23,MX,tiktok
707,2025-10-20,MX,google
708,2025-10-03,MX,tiktok
709,2026-02-27,MX,referral
710,2025-11-06,US,email
711,2025-11-21,PT,organic
712,2025-10-18,BR,organic
713,2026-02-10,US,google
714,2026-03-03,PT,google
715,2025-11-11,BR,google
716,2025-12-06,CA,google
717,2025-10-18,BR,tiktok
718,2025-10-23,CA,organic
719,2026-01-12,CA,organic
720,2025-11-25,MX,facebook
721,2025-09-28,BR,organic
722,2025-11-11,PT,referral
723,2025-09-22,US,facebook
724,2025-10-28,BR,tiktok
725,2025-12-23,CA,google
726,2025-11-26,BR,google
727,2026-02-05,PT,google
728,2025-12-07,MX,facebook
729,2026-02-24,PT,organic
730,2025-10-17,PT,organic
731,2025-11-01,BR,facebook
732,2026-01-08,MX,referral
733,2025-09-16,MX,email
734,2026-02-05,US,google
735,2026-02-23,CA,email
736,2026-01-22,MX,google
737,2026-03-03,BR,google
738,2025-10-18,CA,facebook
739,2025-11-15,BR,google
740,2025-11-12,CA,referral
741,2025-12-06,MX,organic
742,2026-02-06,BR,google
743,2025-12-14,US,google
744,2025-10-13,CA,facebook
745,2025-12-25,PT,tiktok
746,2026-03-12,MX,organic
747,2026-02-23,MX,facebook
748,2025-11-08,US,tiktok
749,2026-01-13,US,facebook
750,2026-02-15,MX,facebook
751,2026-01-31,CA,referral
752,2026-03-02,US,referral
753,2026-03-06,PT,email
754,2025-10-03,PT,facebook
755,2026-03-12,MX,google
756,2026-02-04,BR,google
757,2026-01-31,PT,google
758,2026-01-28,US,google
759,2026-01-24,CA,google
760,2025-11-04,PT,organic
761,2026-01-21,CA,email
762,2026-01-07,US,organic
763,2026-01-07,PT,google
764,2026-01-09,MX,referral
765,2025-12-23,MX,email
766,2025-11-07,PT,google
767,2025-12-30,MX,organic
768,2026-01-29,BR,tiktok
769,2025-09-30,CA,google
770,2025-12-26,US,referral
771,2026-02-24,CA,facebook
772,2025-12-19,CA,email
773,2025-12-18,CA,google
774,2026-03-01,PT,google
775,2025-12-11,BR,google
776,2026-01-28,CA,organic
777,2025-11-09,BR,referral
778,2025-11-28,CA,organic
779,2026-01-30,CA,organic
780,2025-11-10,US,organic
781,2025-10-22,MX,google
782,2025-10-11,BR,email
783,2025-12-29,PT,referral
784,2025-09-17,US,google
785,2025-10-08,PT,google
786,2026-02-13,BR,google
787,2025-09-24,CA,facebook
788,2026-01-29,US,referral
789,2025-09-27,US,organic
790,2025-11-26,US,email
791,2026-02-07,MX,organic
792,2026-03-04,MX,google
793,2025-10-19,PT,google
794,2025-11-28,MX,google
795,2026-02-11,US,organic
796,2025-12-31,PT,organic
797,2025-12-10,CA,referral
798,2025-12-03,CA,facebook
799,2025-11-28,CA,google
800,2026-01-28,CA,google
801,2025-11-09,MX,email
802,2025-10-19,CA,tiktok
803,2026-02-03,CA,tiktok
804,2026-02-02,PT,google
805,2025-11-14,MX,google
806,2026-02-25,BR,tiktok
807,2025-12-16,BR,organic
808,2025-10-31,BR,google
809,2026-03-04,PT,organic
810,2025-10-01,US,email
811,2026-02-10,PT,google
812,2025-11-05,MX,facebook
813,2025-09-16,US,tiktok
814,2025-10-13,CA,tiktok
815,2026-03-10,PT,organic
816,2025-12-23,US,organic
817,2025-11-24,CA,organic
818,2026-02-26,MX,facebook
819,2025-12-14,PT,email
820,2026-01-10,BR,email
821,2026-01-11,MX,tiktok
822,2025-12-16,MX,facebook
823,2026-02-04,US,referral
824,2025-09-17,MX,organic
825,2026-02-09,PT,referral
826,2025-11-27,US,google
827,2025-11-10,CA,organic
828,2025-11-14,CA,organic
829,2026-03-07,MX,google
830,2026-01-16,CA,organic
831,2025-12-12,US,google
832,2026-01-30,CA,google
833,2026-01-29,BR,organic
834,2025-10-02,BR,referral
835,2025-12-27,US,email
836,2025-11-11,BR,organic
837,2025-09-15,US,organic
838,2025-12-17,BR,organic
839,2026-03-02,PT,tiktok
840,2026-02-28,CA,google
841,2026-01-27,PT,facebook
842,2025-09-17,PT,referral
843,2026-01-28,MX,google
844,2026-03-10,CA,email
845,2025-10-28,BR,tiktok
846,2026-01-25,US,google
847,2026-02-18,PT,google
848,2025-12-12,MX,email
849,2025-10-03,MX,tiktok
850,2026-01-08,PT,google
851,2026-03-10,US,facebook
852,2025-10-03,BR,google
853,2025-12-19,CA,organic
854,2025-09-27,BR,organic
855,2025-10-04,CA,email
856,2026-02-25,MX,organic
857,2025-10-07,PT,tiktok
858,2025-11-10,US,email
859,2026-03-09,PT,organic
860,2025-09-24,BR,organic
861,2025-11-23,PT,organic
862,2025-09-21,US,tiktok
863,2025-12-02,BR,tiktok
864,2026-02-10,US,referral
865,2025-12-23,BR,facebook
866,2026-02-04,US,organic
867,2025-12-21,PT,facebook
868,2025-10-18,BR,organic
869,2025-12-10,BR,google
870,2025-11-11,BR,facebook
871,2026-02-17,PT,facebook
872,2025-12-05,BR,organic
873,2026-01-06,CA,google
874,2026-02-01,CA,facebook
875,2026-03-06,PT,organic
876,2025-10-04,PT,facebook
877,2025-11-15,BR,google
878,2025-10-22,CA,referral
879,2026-02-22,US,referral
880,2025-12-03,MX,google
881,2025-09-14,MX,facebook
882,2025-11-21,BR,google
883,2025-10-30,CA,facebook
884,2026-02-02,PT,facebook
885,2025-09-19,BR,facebook
886,2025-10-06,PT,organic
887,2025-12-05,CA,google
888,2025-12-27,CA,referral
889,2026-02-03,US,organic
890,2025-10-26,CA,google
891,2025-11-20,MX,google
892,2025-10-20,BR,google
893,2025-11-22,CA,facebook
894,2025-10-02,MX,google
895,2025-11-15,CA,organic
896,2025-11-02,CA,google
897,2025-11-29,BR,tiktok
898,2025-12-07,PT,facebook
899,2025-12-06,CA,facebook
900,2026-02-26,PT,google
901,2025-12-04,PT,tiktok
902,2025-11-03,CA,facebook
903,2025-12-23,MX,facebook
904,2026-03-09,CA,tiktok
905,2025-11-14,MX,facebook
906,2025-12-22,MX,google
907,2026-02-04,US,organic
908,2026-01-30,US,organic
909,2026-01-31,BR,tiktok
910,2026-01-09,US,facebook
911,2025-11-26,BR,email
912,2025-12-26,CA,google
913,2025-11-29,US,google
914,2025-10-22,CA,referral
915,2025-10-01,CA,tiktok
916,2026-01-13,PT,facebook
917,2026-01-20,CA,organic
918,2025-12-14,PT,organic
919,2025-10-04,BR,referral
920,2026-02-28,MX,google
921,2026-02-16,BR,organic
922,2026-02-25,CA,tiktok
923,2025-12-06,CA,google
924,2025-10-08,MX,google
925,2026-01-23,PT,organic
926,2026-02-07,US,facebook
927,2025-12-22,CA,referral
928,2026-02-10,PT,google
929,2025-09-19,CA,google
930,2025-12-28,BR,google
931,2025-10-19,MX,facebook
932,2026-01-07,US,organic
933,2025-12-11,CA,google
934,2026-03-10,CA,facebook
935,2025-11-28,BR,email
936,2025-10-12,BR,email
937,2026-02-25,BR,organic
938,2025-10-25,US,organic
939,2026-02-01,US,facebook
940,2025-12-31,CA,google
941,2025-12-25,US,google
942,2026-02-28,CA,facebook
943,2026-02-17,US,facebook
944,2025-12-31,CA,google
945,2025-11-06,US,google
