ticket_id,event_ts,new_status,actor_user_id
36,2026-02-16 03:00:00,solved,797
36,2026-02-17 12:00:00,pending,797
36,2026-02-16 05:00:00,solved,797
36,2026-02-16 15:00:00,solved,797
36,2026-02-17 03:00:00,pending,797
36,2026-02-21 08:00:00,closed,797
37,2025-11-20 08:00:00,solved,1081
37,2025-11-21 05:00:00,open,1081
37,2025-11-21 00:00:00,pending,1081
37,2025-11-21 20:00:00,closed,1081
37,2025-11-22 12:00:00,closed,1081
37,2025-11-26 04:00:00,closed,1081
38,2025-11-18 05:00:00,closed,2329
38,2025-11-19 13:00:00,pending,2329
38,2025-11-19 23:00:00,open,2329
38,2025-11-21 17:00:00,open,2329
38,2025-11-19 21:00:00,closed,2329
39,2026-01-30 01:00:00,pending,1398
39,2026-01-30 16:00:00,open,1398
39,2026-01-31 09:00:00,open,1398
39,2026-01-30 19:00:00,open,1398
40,2025-10-18 11:00:00,open,1218
40,2025-10-19 15:00:00,closed,1218
40,2025-10-19 23:00:00,closed,1218
41,2026-02-07 11:00:00,pending,385
41,2026-02-08 09:00:00,pending,385
41,2026-02-09 11:00:00,open,385
41,2026-02-10 23:00:00,open,385
41,2026-02-09 23:00:00,open,385
41,2026-02-11 05:00:00,closed,385
42,2025-11-23 09:00:00,pending,1638
42,2025-11-24 01:00:00,pending,1638
42,2025-11-23 11:00:00,open,1638
42,2025-11-27 03:00:00,closed,1638
42,2025-11-27 21:00:00,solved,1638
42,2025-11-30 16:00:00,open,1638
42,2025-11-29 21:00:00,closed,1638
43,2025-10-02 08:00:00,closed,1312
43,2025-10-03 05:00:00,open,1312
43,2025-10-02 20:00:00,open,1312
43,2025-10-03 23:00:00,open,1312
43,2025-10-07 08:00:00,open,1312
43,2025-10-03 14:00:00,closed,1312
43,2025-10-06 08:00:00,closed,1312
44,2025-09-26 01:00:00,open,2188
44,2025-09-26 07:00:00,pending,2188
44,2025-09-27 03:00:00,pending,2188
44,2025-09-27 10:00:00,pending,2188
44,2025-09-29 09:00:00,solved,2188
44,2025-10-02 07:00:00,closed,2188
45,2025-11-04 12:00:00,pending,1239
45,2025-11-04 19:00:00,closed,1239
46,2025-10-31 07:00:00,open,1478
46,2025-10-31 10:00:00,pending,1478
46,2025-11-02 15:00:00,closed,1478
46,2025-11-03 16:00:00,closed,1478
46,2025-11-06 07:00:00,closed,1478
46,2025-11-05 07:00:00,open,1478
46,2025-11-04 19:00:00,closed,1478
47,2026-02-21 00:00:00,open,856
47,2026-02-22 06:00:00,open,856
47,2026-02-22 12:00:00,open,856
47,2026-02-25 00:00:00,solved,856
47,2026-02-24 08:00:00,pending,856
47,2026-02-26 00:00:00,closed,856
48,2025-12-18 10:00:00,pending,494
48,2025-12-18 11:00:00,open,494
48,2025-12-18 20:00:00,closed,494
48,2025-12-21 01:00:00,closed,494
48,2025-12-23 10:00:00,open,494
48,2025-12-24 01:00:00,pending,494
48,2025-12-25 22:00:00,closed,494
48,2025-12-19 14:00:00,closed,494
49,2025-09-26 09:00:00,pending,1024
49,2025-09-27 17:00:00,pending,1024
49,2025-09-29 03:00:00,pending,1024
49,2025-09-26 21:00:00,open,1024
49,2025-09-30 17:00:00,open,1024
49,2025-09-27 20:00:00,open,1024
49,2025-10-02 15:00:00,open,1024
49,2025-09-28 10:00:00,closed,1024
50,2025-11-16 12:00:00,open,1054
50,2025-11-17 12:00:00,open,1054
50,2025-11-18 06:00:00,solved,1054
50,2025-11-18 00:00:00,closed,1054
50,2025-11-17 12:00:00,open,1054
50,2025-11-17 08:00:00,pending,1054
50,2025-11-21 12:00:00,open,1054
50,2025-11-21 04:00:00,closed,1054
51,2025-11-22 07:00:00,pending,2028
51,2025-11-22 23:00:00,pending,2028
51,2025-11-23 17:00:00,open,2028
51,2025-11-24 16:00:00,solved,2028
51,2025-11-22 23:00:00,closed,2028
52,2025-09-27 11:00:00,open,2014
52,2025-09-28 18:00:00,open,2014
53,2026-01-01 09:00:00,pending,2216
53,2026-01-01 10:00:00,solved,2216
53,2026-01-02 03:00:00,solved,2216
53,2026-01-05 15:00:00,closed,2216
53,2026-01-03 21:00:00,closed,2216
53,2026-01-05 08:00:00,closed,2216
53,2026-01-07 09:00:00,closed,2216
54,2026-01-12 02:00:00,open,1844
54,2026-01-13 01:00:00,closed,1844
54,2026-01-13 10:00:00,closed,1844
54,2026-01-13 08:00:00,solved,1844
54,2026-01-16 14:00:00,closed,1844
55,2026-02-25 10:00:00,open,82
55,2026-02-26 21:00:00,open,82
55,2026-02-28 02:00:00,closed,82
56,2026-02-24 05:00:00,solved,841
56,2026-02-24 21:00:00,solved,841
56,2026-02-24 07:00:00,open,841
56,2026-02-24 08:00:00,solved,841
56,2026-02-28 17:00:00,closed,841
56,2026-03-02 01:00:00,pending,841
56,2026-02-26 23:00:00,closed,841
57,2025-12-08 10:00:00,pending,176
57,2025-12-08 15:00:00,open,176
57,2025-12-11 00:00:00,closed,176
58,2026-02-14 09:00:00,open,2093
58,2026-02-14 16:00:00,solved,2093
58,2026-02-15 07:00:00,solved,2093
58,2026-02-16 00:00:00,closed,2093
59,2025-09-25 12:00:00,open,2192
59,2025-09-26 00:00:00,pending,2192
59,2025-09-27 04:00:00,pending,2192
59,2025-09-26 21:00:00,open,2192
59,2025-09-27 16:00:00,closed,2192
59,2025-10-01 18:00:00,closed,2192
60,2025-12-08 06:00:00,closed,1596
60,2025-12-09 14:00:00,closed,1596
60,2025-12-09 20:00:00,closed,1596
60,2025-12-09 03:00:00,closed,1596
60,2025-12-10 22:00:00,closed,1596
61,2025-11-05 11:00:00,pending,616
61,2025-11-05 18:00:00,open,616
61,2025-11-08 03:00:00,pending,616
61,2025-11-09 11:00:00,closed,616
61,2025-11-07 03:00:00,open,616
61,2025-11-10 11:00:00,solved,616
62,2026-02-20 12:00:00,open,637
62,2026-02-21 10:00:00,solved,637
62,2026-02-20 20:00:00,pending,637
62,2026-02-21 09:00:00,pending,637
62,2026-02-20 16:00:00,closed,637
63,2025-12-17 12:00:00,closed,2186
63,2025-12-17 23:00:00,open,2186
63,2025-12-18 20:00:00,closed,2186
63,2025-12-20 15:00:00,open,2186
63,2025-12-22 00:00:00,closed,2186
63,2025-12-23 18:00:00,solved,2186
63,2025-12-18 12:00:00,closed,2186
63,2025-12-27 17:00:00,closed,2186
64,2025-12-18 10:00:00,closed,1063
64,2025-12-19 04:00:00,open,1063
64,2025-12-21 10:00:00,pending,1063
64,2025-12-22 13:00:00,pending,1063
64,2025-12-20 10:00:00,open,1063
64,2025-12-22 19:00:00,closed,1063
64,2025-12-20 10:00:00,solved,1063
65,2026-02-26 07:00:00,solved,1588
65,2026-02-27 19:00:00,open,1588
65,2026-02-28 11:00:00,pending,1588
65,2026-02-28 10:00:00,pending,1588
65,2026-03-04 03:00:00,pending,1588
65,2026-03-05 04:00:00,open,1588
65,2026-02-26 19:00:00,closed,1588
66,2025-11-13 07:00:00,open,952
66,2025-11-14 18:00:00,pending,952
66,2025-11-15 13:00:00,closed,952
66,2025-11-14 13:00:00,closed,952
67,2025-11-17 10:00:00,solved,1790
67,2025-11-18 22:00:00,pending,1790
67,2025-11-18 16:00:00,closed,1790
68,2025-12-01 05:00:00,pending,2337
68,2025-12-01 19:00:00,solved,2337
68,2025-12-03 11:00:00,open,2337
68,2025-12-02 14:00:00,pending,2337
69,2025-12-09 04:00:00,pending,403
69,2025-12-09 19:00:00,pending,403
69,2025-12-11 16:00:00,pending,403
69,2025-12-13 16:00:00,pending,403
69,2025-12-14 08:00:00,solved,403
69,2025-12-14 19:00:00,open,403
69,2025-12-17 10:00:00,closed,403
70,2025-09-22 08:00:00,solved,410
70,2025-09-22 13:00:00,pending,410
70,2025-09-22 18:00:00,closed,410
70,2025-09-25 14:00:00,closed,410
70,2025-09-25 00:00:00,solved,410
70,2025-09-28 19:00:00,closed,410
70,2025-09-22 20:00:00,open,410
70,2025-09-28 11:00:00,closed,410
71,2026-01-18 02:00:00,solved,1230
71,2026-01-18 03:00:00,open,1230
71,2026-01-19 20:00:00,open,1230
71,2026-01-22 05:00:00,solved,1230
71,2026-01-18 22:00:00,pending,1230
71,2026-01-25 04:00:00,closed,1230
72,2025-09-28 03:00:00,pending,1559
72,2025-09-28 08:00:00,closed,1559
72,2025-10-01 01:00:00,solved,1559
72,2025-10-02 09:00:00,closed,1559
72,2025-10-02 19:00:00,open,1559
72,2025-09-30 20:00:00,open,1559
72,2025-10-02 21:00:00,open,1559
72,2025-10-03 09:00:00,closed,1559
73,2025-09-22 00:00:00,pending,2320
73,2025-09-22 12:00:00,closed,2320
74,2025-10-23 11:00:00,pending,505
74,2025-10-24 03:00:00,pending,505
74,2025-10-24 03:00:00,pending,505
74,2025-10-24 20:00:00,closed,505
75,2026-02-02 01:00:00,solved,780
75,2026-02-02 18:00:00,open,780
75,2026-02-02 21:00:00,pending,780
75,2026-02-05 01:00:00,open,780
75,2026-02-06 09:00:00,pending,780
75,2026-02-06 15:00:00,pending,780
75,2026-02-05 13:00:00,closed,780
76,2026-02-26 02:00:00,pending,212
76,2026-02-27 12:00:00,closed,212
77,2026-01-14 08:00:00,open,19
77,2026-01-15 07:00:00,closed,19
77,2026-01-15 00:00:00,closed,19
77,2026-01-17 08:00:00,pending,19
77,2026-01-15 08:00:00,pending,19
77,2026-01-15 19:00:00,closed,19
78,2025-10-03 10:00:00,open,602
78,2025-10-04 19:00:00,solved,602
78,2025-10-04 14:00:00,pending,602
78,2025-10-04 16:00:00,pending,602
78,2025-10-03 18:00:00,solved,602
78,2025-10-07 19:00:00,closed,602
79,2025-12-06 06:00:00,closed,876
79,2025-12-07 18:00:00,pending,876
79,2025-12-07 20:00:00,closed,876
79,2025-12-10 00:00:00,closed,876
79,2025-12-09 18:00:00,pending,876
79,2025-12-10 00:00:00,solved,876
79,2025-12-15 00:00:00,open,876
79,2025-12-15 14:00:00,closed,876
80,2026-03-03 08:00:00,closed,2064
80,2026-03-04 12:00:00,closed,2064
80,2026-03-04 02:00:00,closed,2064
81,2025-10-06 06:00:00,open,847
81,2025-10-06 14:00:00,solved,847
81,2025-10-06 18:00:00,solved,847
81,2025-10-10 06:00:00,closed,847
82,2025-11-13 11:00:00,closed,1642
82,2025-11-14 14:00:00,open,1642
82,2025-11-16 03:00:00,open,1642
82,2025-11-17 17:00:00,open,1642
82,2025-11-18 07:00:00,closed,1642
82,2025-11-14 22:00:00,solved,1642
82,2025-11-16 11:00:00,closed,1642
83,2025-11-06 00:00:00,solved,387
83,2025-11-07 04:00:00,open,387
83,2025-11-08 02:00:00,closed,387
84,2026-02-15 01:00:00,solved,938
84,2026-02-15 12:00:00,pending,938
85,2025-10-18 09:00:00,open,1729
85,2025-10-18 19:00:00,open,1729
85,2025-10-18 17:00:00,pending,1729
85,2025-10-22 06:00:00,open,1729
85,2025-10-19 09:00:00,pending,1729
85,2025-10-23 09:00:00,closed,1729
85,2025-10-19 15:00:00,pending,1729
85,2025-10-21 07:00:00,closed,1729
86,2025-12-14 11:00:00,open,547
86,2025-12-14 19:00:00,closed,547
86,2025-12-15 15:00:00,open,547
86,2025-12-18 08:00:00,closed,547
86,2025-12-19 15:00:00,pending,547
86,2025-12-15 02:00:00,pending,547
86,2025-12-18 05:00:00,closed,547
87,2025-10-14 06:00:00,pending,183
87,2025-10-15 17:00:00,pending,183
87,2025-10-14 20:00:00,solved,183
87,2025-10-18 00:00:00,open,183
87,2025-10-16 14:00:00,open,183
88,2025-09-18 00:00:00,closed,1189
88,2025-09-19 07:00:00,closed,1189
89,2025-10-14 02:00:00,solved,719
89,2025-10-15 14:00:00,open,719
89,2025-10-16 04:00:00,open,719
89,2025-10-18 02:00:00,closed,719
89,2025-10-15 14:00:00,closed,719
89,2025-10-16 19:00:00,solved,719
89,2025-10-16 02:00:00,closed,719
90,2026-01-26 09:00:00,open,563
90,2026-01-26 16:00:00,open,563
90,2026-01-28 05:00:00,open,563
90,2026-01-29 09:00:00,closed,563
91,2026-01-22 10:00:00,open,2238
91,2026-01-23 18:00:00,solved,2238
91,2026-01-25 04:00:00,solved,2238
91,2026-01-26 07:00:00,open,2238
91,2026-01-24 02:00:00,pending,2238
91,2026-01-23 06:00:00,open,2238
91,2026-01-28 04:00:00,open,2238
91,2026-01-25 08:00:00,closed,2238
92,2025-09-15 01:00:00,closed,836
92,2025-09-16 12:00:00,solved,836
92,2025-09-16 15:00:00,closed,836
92,2025-09-16 16:00:00,pending,836
92,2025-09-17 17:00:00,pending,836
92,2025-09-19 00:00:00,open,836
93,2026-01-05 06:00:00,solved,299
93,2026-01-06 17:00:00,pending,299
94,2026-01-29 06:00:00,open,386
94,2026-01-30 12:00:00,closed,386
95,2026-02-02 10:00:00,solved,1719
95,2026-02-02 17:00:00,closed,1719
95,2026-02-03 22:00:00,pending,1719
95,2026-02-06 10:00:00,open,1719
95,2026-02-05 06:00:00,solved,1719
95,2026-02-05 03:00:00,open,1719
95,2026-02-06 10:00:00,pending,1719
95,2026-02-07 02:00:00,closed,1719
96,2025-12-30 09:00:00,pending,934
96,2025-12-31 13:00:00,pending,934
96,2025-12-31 09:00:00,pending,934
96,2026-01-02 21:00:00,open,934
96,2026-01-01 17:00:00,solved,934
96,2026-01-04 19:00:00,solved,934
96,2026-01-01 09:00:00,open,934
96,2026-01-04 08:00:00,closed,934
97,2026-01-26 09:00:00,open,585
97,2026-01-26 18:00:00,solved,585
97,2026-01-27 03:00:00,pending,585
97,2026-01-30 00:00:00,closed,585
97,2026-01-29 01:00:00,pending,585
97,2026-01-26 19:00:00,open,585
97,2026-02-02 15:00:00,open,585
98,2025-11-02 05:00:00,closed,1804
98,2025-11-03 03:00:00,pending,1804
98,2025-11-04 09:00:00,open,1804
98,2025-11-03 17:00:00,solved,1804
98,2025-11-07 01:00:00,pending,1804
98,2025-11-09 12:00:00,pending,1804
98,2025-11-06 11:00:00,open,1804
99,2025-12-03 02:00:00,pending,1235
99,2025-12-04 05:00:00,closed,1235
99,2025-12-03 10:00:00,pending,1235
99,2025-12-04 20:00:00,pending,1235
99,2025-12-04 02:00:00,closed,1235
99,2025-12-07 21:00:00,open,1235
99,2025-12-07 14:00:00,open,1235
99,2025-12-08 22:00:00,closed,1235
100,2025-12-19 05:00:00,closed,2065
100,2025-12-19 23:00:00,solved,2065
100,2025-12-20 17:00:00,pending,2065
100,2025-12-23 14:00:00,closed,2065
101,2025-11-11 06:00:00,closed,1148
101,2025-11-12 16:00:00,open,1148
101,2025-11-12 18:00:00,solved,1148
101,2025-11-12 06:00:00,pending,1148
101,2025-11-12 10:00:00,pending,1148
101,2025-11-17 02:00:00,open,1148
101,2025-11-14 18:00:00,closed,1148
102,2026-03-03 10:00:00,solved,865
102,2026-03-03 13:00:00,pending,865
103,2025-10-07 10:00:00,solved,689
103,2025-10-07 19:00:00,pending,689
103,2025-10-07 14:00:00,pending,689
103,2025-10-07 16:00:00,closed,689
103,2025-10-12 22:00:00,pending,689
103,2025-10-13 16:00:00,closed,689
104,2026-03-07 01:00:00,open,2434
104,2026-03-07 05:00:00,open,2434
104,2026-03-09 09:00:00,solved,2434
105,2026-02-08 00:00:00,pending,1607
105,2026-02-09 02:00:00,closed,1607
105,2026-02-08 14:00:00,pending,1607
105,2026-02-11 06:00:00,closed,1607
106,2025-09-16 01:00:00,closed,426
106,2025-09-16 20:00:00,open,426
106,2025-09-18 13:00:00,closed,426
106,2025-09-20 01:00:00,closed,426
107,2026-02-10 04:00:00,closed,2240
107,2026-02-11 00:00:00,open,2240
107,2026-02-12 14:00:00,closed,2240
108,2026-01-23 04:00:00,closed,2058
108,2026-01-24 11:00:00,pending,2058
108,2026-01-24 10:00:00,pending,2058
108,2026-01-25 16:00:00,open,2058
109,2026-02-21 02:00:00,solved,2110
109,2026-02-21 14:00:00,pending,2110
109,2026-02-23 00:00:00,pending,2110
109,2026-02-22 08:00:00,solved,2110
109,2026-02-21 14:00:00,solved,2110
109,2026-02-26 12:00:00,open,2110
109,2026-03-01 02:00:00,closed,2110
109,2026-02-28 16:00:00,closed,2110
110,2025-10-17 01:00:00,solved,1337
110,2025-10-18 12:00:00,closed,1337
110,2025-10-18 17:00:00,open,1337
110,2025-10-17 19:00:00,open,1337
110,2025-10-19 21:00:00,open,1337
110,2025-10-21 10:00:00,pending,1337
111,2026-02-05 03:00:00,solved,224
111,2026-02-06 01:00:00,solved,224
111,2026-02-07 21:00:00,closed,224
112,2026-01-05 12:00:00,closed,1670
112,2026-01-06 07:00:00,open,1670
112,2026-01-05 20:00:00,solved,1670
112,2026-01-09 12:00:00,open,1670
113,2025-11-04 01:00:00,open,1098
113,2025-11-04 18:00:00,closed,1098
113,2025-11-05 01:00:00,pending,1098
113,2025-11-07 13:00:00,closed,1098
114,2025-11-06 09:00:00,pending,193
114,2025-11-06 15:00:00,solved,193
114,2025-11-06 13:00:00,pending,193
114,2025-11-06 12:00:00,solved,193
114,2025-11-06 21:00:00,open,193
114,2025-11-13 16:00:00,open,193
114,2025-11-08 09:00:00,open,193
114,2025-11-09 07:00:00,closed,193
115,2026-01-01 10:00:00,solved,635
115,2026-01-01 22:00:00,open,635
115,2026-01-03 10:00:00,open,635
115,2026-01-01 19:00:00,solved,635
115,2026-01-06 14:00:00,open,635
115,2026-01-08 12:00:00,solved,635
115,2026-01-08 16:00:00,closed,635
116,2026-03-05 03:00:00,open,1018
116,2026-03-06 08:00:00,open,1018
116,2026-03-05 23:00:00,open,1018
116,2026-03-08 21:00:00,closed,1018
116,2026-03-08 23:00:00,open,1018
116,2026-03-05 23:00:00,open,1018
117,2026-02-11 02:00:00,solved,189
117,2026-02-11 05:00:00,pending,189
117,2026-02-11 04:00:00,pending,189
117,2026-02-11 23:00:00,closed,189
118,2026-02-23 04:00:00,closed,1751
118,2026-02-23 20:00:00,pending,1751
118,2026-02-23 22:00:00,pending,1751
118,2026-02-25 19:00:00,open,1751
118,2026-02-23 16:00:00,open,1751
118,2026-02-28 19:00:00,pending,1751
119,2025-12-05 12:00:00,pending,203
119,2025-12-05 19:00:00,pending,203
119,2025-12-06 22:00:00,pending,203
119,2025-12-08 03:00:00,open,203
119,2025-12-09 08:00:00,open,203
119,2025-12-05 17:00:00,pending,203
120,2025-10-16 12:00:00,open,295
120,2025-10-16 20:00:00,pending,295
120,2025-10-18 10:00:00,pending,295
120,2025-10-18 18:00:00,pending,295
120,2025-10-18 08:00:00,open,295
120,2025-10-22 23:00:00,open,295
120,2025-10-20 12:00:00,closed,295
121,2025-09-23 06:00:00,solved,179
121,2025-09-24 13:00:00,open,179
121,2025-09-25 02:00:00,open,179
121,2025-09-25 00:00:00,closed,179
121,2025-09-28 22:00:00,closed,179
122,2026-01-16 05:00:00,closed,1021
122,2026-01-16 08:00:00,closed,1021
122,2026-01-16 19:00:00,open,1021
122,2026-01-17 11:00:00,open,1021
122,2026-01-16 09:00:00,closed,1021
123,2025-12-28 10:00:00,open,1274
123,2025-12-28 13:00:00,closed,1274
123,2025-12-28 12:00:00,pending,1274
123,2025-12-31 04:00:00,open,1274
123,2025-12-30 22:00:00,solved,1274
123,2026-01-02 05:00:00,open,1274
123,2025-12-29 10:00:00,closed,1274
124,2026-02-03 09:00:00,pending,526
124,2026-02-03 10:00:00,open,526
125,2025-11-19 02:00:00,open,996
125,2025-11-19 06:00:00,pending,996
125,2025-11-19 18:00:00,pending,996
126,2025-10-20 11:00:00,open,2106
126,2025-10-20 14:00:00,closed,2106
127,2025-10-19 11:00:00,pending,2324
127,2025-10-19 17:00:00,pending,2324
127,2025-10-20 21:00:00,closed,2324
128,2025-10-04 09:00:00,open,798
128,2025-10-04 20:00:00,closed,798
129,2026-01-20 08:00:00,solved,894
129,2026-01-20 18:00:00,closed,894
129,2026-01-21 20:00:00,solved,894
129,2026-01-24 08:00:00,open,894
130,2026-01-15 04:00:00,open,1802
130,2026-01-15 09:00:00,pending,1802
130,2026-01-16 08:00:00,pending,1802
130,2026-01-18 13:00:00,closed,1802
130,2026-01-16 04:00:00,open,1802
130,2026-01-17 16:00:00,solved,1802
130,2026-01-15 10:00:00,open,1802
130,2026-01-23 08:00:00,closed,1802
131,2025-11-11 00:00:00,open,524
131,2025-11-12 11:00:00,pending,524
131,2025-11-13 20:00:00,open,524
131,2025-11-11 03:00:00,pending,524
131,2025-11-11 04:00:00,solved,524
131,2025-11-17 01:00:00,closed,524
131,2025-11-18 00:00:00,closed,524
131,2025-11-17 03:00:00,closed,524
132,2025-12-13 03:00:00,pending,2376
132,2025-12-14 00:00:00,open,2376
132,2025-12-14 19:00:00,pending,2376
132,2025-12-13 06:00:00,closed,2376
133,2025-11-29 01:00:00,closed,1246
133,2025-11-29 16:00:00,open,1246
133,2025-12-01 07:00:00,pending,1246
133,2025-12-01 07:00:00,solved,1246
133,2025-11-29 13:00:00,closed,1246
133,2025-12-04 06:00:00,closed,1246
134,2025-11-18 06:00:00,pending,198
134,2025-11-18 20:00:00,closed,198
134,2025-11-19 00:00:00,closed,198
134,2025-11-19 00:00:00,open,198
134,2025-11-20 10:00:00,closed,198
