order_id,product_id,qty,unit_price
38,169,2,86.58
38,137,1,37.53
39,246,2,35.89
39,35,3,75.37
40,167,4,10.4
40,232,3,4.87
40,42,2,83.46
40,103,1,52.49
41,169,2,73.5
41,166,2,69.85
41,211,4,16.98
41,131,2,64.67
41,155,1,57.53
42,93,3,64.11
43,249,1,40.81
43,57,1,57.27
43,97,3,109.94
43,244,4,13.9
44,70,2,66.5
44,156,4,71.74
44,26,4,85.26
44,230,2,77.86
44,13,2,81.09
45,236,3,57.0
46,47,4,28.73
46,113,3,54.96
46,91,2,61.54
46,205,1,109.47
47,187,2,129.33
48,142,1,27.55
48,238,4,66.05
48,127,2,97.97
49,4,1,80.06
49,158,3,78.9
49,49,1,44.29
49,234,2,96.95
50,132,1,77.38
50,91,4,55.59
51,75,3,91.87
52,101,1,25.23
52,56,4,51.59
52,237,1,38.51
52,79,3,22.59
52,238,1,40.89
53,126,2,98.21
53,51,4,19.21
53,22,3,90.36
53,136,4,82.48
54,28,4,79.8
54,113,3,49.42
54,169,1,70.55
55,102,3,130.22
55,108,2,16.67
56,141,2,11.56
56,127,4,99.36
56,205,4,65.56
56,175,1,120.34
57,14,3,58.71
57,174,1,12.88
58,64,2,2.2
58,159,1,17.95
58,40,2,34.08
58,187,4,81.82
59,219,2,86.39
59,152,2,87.73
60,52,4,21.28
60,24,2,35.97
60,222,4,74.33
60,14,4,67.0
60,98,3,2.84
61,82,1,74.73
61,230,1,65.89
62,111,2,60.93
63,175,2,90.79
64,167,2,14.86
64,71,1,135.88
65,248,2,5.09
65,234,4,110.76
65,227,1,46.43
65,168,3,33.75
65,210,4,48.96
66,141,3,16.23
66,183,4,54.73
66,65,1,42.76
66,229,1,24.26
67,179,3,54.46
67,248,1,7.49
67,34,2,8.22
68,43,4,66.36
69,53,2,40.65
69,48,1,124.72
69,1,4,7.72
70,182,1,35.4
70,69,1,90.42
70,142,3,15.14
71,165,2,121.33
72,162,3,77.46
72,155,3,64.3
72,249,4,43.33
73,211,3,15.13
74,169,1,88.28
74,223,4,128.66
74,200,3,125.26
74,241,2,103.84
74,150,2,81.96
75,187,4,92.65
75,186,4,18.15
76,49,4,53.07
76,146,2,79.07
77,18,1,14.1
77,37,4,40.26
78,155,1,52.07
79,34,2,8.35
80,246,1,34.83
81,229,3,24.2
81,114,2,55.74
81,209,3,17.09
81,42,1,56.99
81,79,1,19.4
82,7,4,65.81
82,59,3,73.07
83,126,2,136.24
84,86,1,119.42
84,31,2,4.67
84,93,3,57.97
84,237,4,27.99
84,236,3,54.37
85,170,1,64.82
85,95,2,56.42
85,239,2,68.53
85,68,4,21.36
86,38,2,85.19
86,24,4,39.57
86,83,4,90.55
87,99,4,26.83
87,108,4,15.4
88,135,2,108.75
88,148,2,44.21
88,199,2,74.52
88,178,1,84.15
89,93,2,47.49
89,218,2,45.38
89,222,4,63.1
90,97,1,116.98
90,188,4,51.55
91,223,2,73.8
91,41,1,15.29
91,8,4,32.55
91,38,2,104.51
91,94,2,78.61
92,201,3,79.16
92,166,1,97.96
92,178,1,98.19
92,4,2,70.68
93,142,3,24.15
93,183,4,64.34
93,213,3,112.77
93,67,4,123.08
94,101,1,23.75
94,48,4,99.23
95,166,3,59.5
95,109,1,87.89
95,50,3,49.35
96,153,3,66.45
96,3,2,13.33
97,145,3,36.64
97,12,3,57.17
97,203,3,79.52
97,124,4,27.09
97,13,3,85.47
98,26,1,91.28
98,129,4,51.06
98,207,1,91.52
98,199,2,63.36
98,39,1,42.48
99,197,2,117.3
99,184,3,44.73
100,11,4,76.84
100,229,1,31.61
100,183,4,37.76
100,199,1,44.03
101,81,2,21.75
101,44,3,32.07
101,240,1,81.18
101,76,4,10.46
102,241,4,61.45
102,32,3,16.24
103,244,4,18.72
103,81,3,36.98
103,96,1,2.51
103,22,1,125.8
103,175,2,114.39
104,97,4,127.33
104,41,2,20.51
104,146,4,80.05
105,28,1,128.09
105,22,4,127.67
105,47,2,26.91
105,188,1,49.63
106,10,4,38.18
106,140,2,14.27
106,40,1,40.32
106,243,4,32.13
107,223,4,85.88
107,6,2,38.76
108,224,3,23.59
108,108,1,11.22
108,135,4,86.82
108,55,3,15.27
109,248,4,5.74
109,179,4,91.86
110,158,3,65.27
110,38,4,135.67
110,83,4,116.95
110,171,1,34.57
110,211,4,15.63
111,25,4,105.7
111,10,2,52.29
111,56,2,64.69
111,191,2,115.27
111,49,1,38.09
112,210,4,35.39
112,223,3,91.09
112,32,4,17.57
112,180,3,9.81
112,128,2,105.47
113,112,4,82.53
113,98,1,4.93
113,73,1,28.75
113,217,1,42.33
113,169,4,58.08
114,171,3,35.67
115,51,4,35.78
116,2,2,11.31
116,241,3,107.27
116,96,3,2.05
116,201,4,116.3
117,203,3,61.51
117,96,4,1.96
118,206,4,38.42
119,41,2,22.12
119,112,4,92.55
119,60,3,35.16
119,26,2,110.99
119,182,2,33.21
120,40,1,32.24
120,8,1,48.15
120,159,2,19.05
120,182,3,35.84
120,140,2,14.04
121,71,1,139.16
122,118,1,24.28
123,217,2,36.72
123,93,4,64.7
123,234,4,63.87
123,215,1,85.72
124,207,1,132.29
124,42,1,61.93
124,47,3,37.61
124,77,4,104.84
125,238,1,60.77
125,32,2,14.22
125,50,3,53.19
126,187,2,86.22
127,167,4,13.54
127,76,4,15.62
127,120,3,72.53
127,191,3,114.72
127,208,1,6.53
128,111,3,86.57
128,227,1,38.77
128,115,4,27.77
128,109,3,88.57
129,65,3,31.79
129,151,1,56.76
129,105,3,78.92
129,76,2,11.23
129,155,1,46.29
130,3,3,13.72
131,17,2,74.25
131,99,3,29.76
131,73,1,40.59
131,155,4,62.88
131,55,4,17.14
132,128,1,82.63
132,12,2,88.11
132,71,4,91.08
132,108,1,13.05
133,10,1,44.13
133,230,1,66.89
133,137,1,54.34
133,236,4,57.5
134,199,4,49.61
134,81,4,29.75
134,127,1,120.7
134,157,1,34.93
134,13,1,88.89
135,58,3,63.4
135,44,1,45.0
135,23,1,30.77
135,49,1,31.31
136,203,2,87.01
136,208,4,4.72
136,98,3,4.62
136,70,4,81.6
136,179,1,77.37
137,83,4,78.69
137,198,3,95.47
137,188,1,50.89
138,16,2,52.04
138,55,4,15.56
138,4,1,63.44
138,172,3,17.25
139,235,2,82.21
140,52,3,19.94
140,200,3,130.48
140,103,1,37.74
140,49,1,47.89
140,18,2,10.28
141,116,1,62.57
141,91,2,54.71
141,68,4,22.21
141,31,1,5.64
141,238,3,44.36
142,46,4,22.84
142,153,1,92.17
142,71,2,140.82
142,136,2,67.85
143,26,4,80.63
143,71,1,89.95
143,58,3,52.71
143,226,2,64.0
143,159,3,15.86
144,123,2,60.14
144,190,1,58.79
144,79,3,32.4
144,219,2,134.49
144,233,4,10.73
145,174,1,14.23
145,195,4,80.19
146,146,3,87.63
147,26,3,103.09
148,66,4,6.04
148,170,3,47.97
148,125,3,124.01
148,65,4,25.68
148,94,1,52.9
149,63,4,31.32
150,225,4,130.65
150,161,2,52.67
150,174,3,16.72
151,80,3,104.94
151,49,1,39.74
151,11,4,95.82
152,238,2,60.29
152,176,3,55.07
152,38,2,93.36
152,120,3,66.29
153,212,1,84.51
153,152,1,89.44
153,32,1,12.41
154,171,1,33.12
154,246,2,44.53
154,197,2,85.65
154,144,1,87.62
154,40,1,30.32
155,229,3,31.02
156,206,2,42.25
156,149,4,40.39
156,36,3,78.8
157,201,1,80.97
157,225,4,112.18
157,214,3,84.53
157,112,4,74.5
158,246,4,25.13
159,132,3,58.46
159,96,4,1.79
159,33,1,43.4
159,159,4,17.72
159,140,1,11.58
160,145,3,60.59
160,124,1,31.19
160,177,1,2.59
161,35,2,86.06
161,58,3,60.17
161,230,1,109.48
161,173,2,38.65
162,25,1,113.78
162,64,4,2.43
162,53,1,33.99
162,27,4,60.57
162,122,2,7.36
163,32,2,13.41
163,111,2,57.22
163,38,2,104.94
163,163,3,62.71
163,6,1,67.74
164,119,4,27.8
165,100,4,11.18
165,3,3,15.84
165,149,4,48.47
165,78,4,62.13
165,9,2,19.95
166,100,2,14.25
166,132,3,79.26
166,17,2,85.19
166,45,3,108.78
166,168,1,48.7
167,148,3,37.13
167,182,3,47.16
168,18,2,12.28
168,12,1,82.79
168,8,4,37.13
168,219,2,135.74
169,237,3,27.18
169,17,1,95.38
169,16,3,56.67
169,157,1,62.91
170,143,4,75.28
170,52,2,17.01
170,51,2,26.71
170,65,2,25.1
170,126,1,112.53
171,93,4,56.9
172,128,4,108.34
172,49,3,44.58
172,214,2,102.64
172,54,4,31.04
172,147,4,132.37
173,60,3,20.27
173,14,3,77.78
173,154,3,34.86
173,139,3,52.17
174,219,3,97.54
174,133,1,2.95
175,168,3,36.67
175,8,2,37.42
175,9,1,16.94
176,207,1,95.22
177,228,4,25.44
178,58,3,62.25
178,167,2,9.85
178,90,1,38.11
178,111,2,73.75
178,123,4,84.62
179,179,4,78.7
179,33,1,42.7
179,111,3,65.45
179,180,3,12.46
180,59,4,76.94
181,15,2,101.7
182,75,4,91.61
182,34,1,7.84
183,230,2,88.53
183,235,3,127.71
183,220,3,17.48
184,129,4,58.52
184,27,4,40.0
184,14,2,77.38
184,89,2,31.49
184,231,2,54.46
185,244,1,15.95
185,30,4,26.45
185,6,1,37.96
185,128,4,107.96
186,169,1,85.24
186,111,1,74.09
187,237,3,42.92
187,213,2,100.95
187,233,3,12.84
188,100,3,19.26
188,244,4,17.76
188,185,3,61.79
188,239,4,75.7
188,174,2,10.32
189,198,3,73.39
189,139,4,50.84
190,4,3,85.47
190,32,2,16.71
190,79,1,24.9
190,146,4,51.24
190,170,3,54.16
191,71,3,140.43
192,67,2,78.34
192,223,2,78.1
192,127,1,82.53
193,82,1,120.08
193,11,3,119.5
193,142,1,23.73
193,184,3,47.44
193,59,1,70.78
194,131,1,73.52
195,19,3,80.61
195,165,3,98.98
195,110,3,58.93
195,225,4,124.99
196,12,2,104.31
196,75,1,69.82
196,239,2,92.29
197,97,1,114.42
197,213,2,80.36
198,162,1,106.16
198,141,1,13.87
198,188,4,49.61
198,108,2,18.29
198,138,3,115.6
199,178,2,88.95
200,20,2,86.02
200,235,4,82.9
200,93,2,69.18
200,168,2,45.3
200,124,4,30.05
201,81,4,28.39
201,31,2,6.14
201,21,2,59.36
202,196,4,95.66
202,142,2,26.3
202,183,4,35.41
203,236,2,47.3
203,100,2,17.81
203,232,1,3.93
203,109,3,101.76
203,91,1,92.0
204,162,4,75.53
204,116,4,77.58
204,190,2,84.91
204,214,1,67.35
205,98,3,4.81
205,83,1,79.07
205,113,4,38.48
205,46,4,19.52
206,209,2,15.13
207,43,3,56.82
207,31,2,7.28
207,74,3,126.97
208,37,2,22.48
208,25,1,121.32
208,53,2,26.8
209,110,4,57.27
209,188,1,63.72
209,114,1,74.69
209,134,4,37.05
209,33,1,54.65
210,187,3,79.16
210,20,3,76.34
211,229,4,18.35
211,237,3,28.89
211,10,1,63.08
212,173,3,50.08
212,51,4,33.38
213,244,2,12.81
214,108,3,16.17
215,225,2,123.58
215,77,4,79.42
216,25,3,89.29
216,57,4,64.06
216,29,4,72.17
217,181,4,56.95
217,33,4,47.27
217,199,2,39.96
217,226,3,54.49
218,173,4,60.99
218,82,4,87.51
218,106,1,3.32
219,57,2,84.66
219,147,1,137.36
219,225,3,76.6
219,43,1,73.56
220,17,3,101.24
220,168,2,46.8
220,13,4,90.49
220,133,2,2.49
220,54,2,40.94
221,217,1,45.78
222,11,1,76.32
222,41,2,15.58
222,73,1,46.43
222,78,4,79.36
223,185,1,54.48
223,181,2,34.95
223,196,4,66.98
223,188,3,66.15
223,107,4,24.76
224,68,4,20.38
225,72,2,42.02
225,124,4,30.97
225,73,3,45.2
225,233,1,10.9
225,180,1,12.14
226,86,1,71.22
226,37,2,26.11
226,208,4,6.57
227,134,2,26.87
227,186,4,20.59
227,215,3,120.76
227,146,2,51.21
228,177,4,2.37
228,54,3,41.94
228,194,2,66.94
229,236,1,48.05
230,134,1,29.38
230,192,4,52.81
231,125,4,93.17
231,36,3,68.19
231,192,3,48.77
231,224,3,29.87
231,141,3,13.52
232,206,3,50.76
232,158,3,92.41
233,3,2,12.04
233,82,1,82.39
233,107,2,19.91
233,46,1,23.11
234,41,2,19.91
234,18,1,18.77
234,90,3,46.94
234,163,4,76.16
234,144,3,92.48
235,20,2,66.64
235,152,2,80.58
236,151,3,92.01
236,166,4,64.52
236,197,1,105.46
236,99,2,19.44
236,85,2,45.64
237,36,4,85.62
238,62,4,47.28
239,82,2,120.3
239,136,3,101.5
239,21,4,49.22
239,227,4,40.78
239,155,3,63.0
240,219,3,119.15
240,120,2,98.09
240,198,2,75.7
241,50,1,88.44
241,2,3,11.28
241,151,1,75.89
241,80,1,94.73
241,85,4,55.1
242,221,4,36.38
243,207,2,119.13
243,27,2,57.3
243,10,2,36.24
243,95,1,34.58
243,8,1,36.88
244,86,3,119.55
245,107,1,17.83
245,215,2,119.99
245,171,1,23.18
245,172,1,12.72
246,80,3,90.0
247,145,4,36.49
248,161,1,50.81
248,248,3,6.16
248,6,2,46.18
248,197,2,103.43
248,44,2,31.11
249,145,4,40.77
249,81,2,25.6
250,68,3,20.0
250,24,4,52.67
250,126,2,73.68
250,91,4,54.93
251,54,3,24.13
251,88,2,91.64
251,180,4,11.02
252,151,4,78.19
252,83,1,84.47
252,96,1,2.53
252,145,1,38.68
253,48,3,88.38
254,152,4,91.99
254,148,2,40.88
254,178,3,98.01
254,112,4,84.67
255,199,4,60.16
255,69,2,89.23
255,245,3,102.27
255,148,2,62.22
256,249,1,30.48
257,169,2,62.8
258,220,4,10.52
258,53,2,30.41
259,26,4,97.36
259,121,4,85.79
259,141,4,14.68
260,103,3,60.7
260,198,4,86.75
261,7,2,65.09
261,57,3,72.04
261,227,1,38.85
261,156,4,113.27
261,46,2,17.43
262,87,4,119.23
263,9,4,17.49
263,67,4,105.46
263,246,1,33.18
263,245,1,74.27
264,42,3,62.52
265,109,4,81.58
265,198,1,87.1
265,14,4,61.51
265,78,4,81.95
266,137,1,35.08
266,195,3,97.71
266,99,3,21.2
266,223,4,96.33
267,118,3,27.23
267,94,3,75.48
267,13,1,75.75
267,228,2,17.27
268,153,1,75.29
269,137,1,34.39
270,89,2,45.37
270,249,4,24.61
270,118,3,29.68
271,87,3,103.37
272,215,4,135.6
273,132,1,74.89
273,139,4,58.82
273,219,4,89.37
273,204,2,85.92
273,63,1,36.63
274,54,2,27.91
274,5,4,98.46
274,201,3,78.23
274,107,2,17.1
275,212,3,87.36
275,118,4,41.01
275,151,1,64.07
275,108,3,13.63
275,163,4,56.44
276,104,1,118.11
276,9,3,16.16
276,170,3,48.07
277,150,4,87.25
277,43,1,66.38
277,160,3,13.34
277,91,4,91.8
277,145,4,62.35
278,25,4,77.36
279,197,4,92.3
279,200,3,117.66
280,162,3,87.22
280,28,4,83.85
280,171,4,29.1
281,103,1,49.53
281,74,3,115.92
282,250,1,49.73
282,108,2,16.14
282,106,1,4.13
282,49,4,53.13
283,176,1,58.9
283,24,4,45.05
283,244,2,22.77
283,95,2,46.74
284,83,3,69.03
284,34,1,5.82
285,62,4,51.25
285,204,1,119.1
285,46,3,27.87
285,250,2,38.83
286,221,4,35.69
286,99,1,29.75
286,19,1,99.98
286,201,1,91.17
287,162,1,65.34
287,167,3,16.4
287,113,1,48.74
287,110,3,62.16
287,202,3,2.49
288,165,4,116.05
288,178,4,106.81
288,19,3,93.68
289,71,2,110.73
289,153,1,68.18
289,10,3,51.13
289,195,3,66.91
289,36,2,93.67
290,191,2,69.07
290,207,3,129.34
291,150,2,97.05
291,78,3,66.1
292,249,2,36.54
292,89,3,36.43
293,45,1,95.0
293,124,1,24.39
293,230,3,74.82
293,98,2,3.23
294,146,1,87.84
294,234,2,100.63
294,164,3,45.19
294,233,4,12.14
295,217,1,38.11
295,190,2,62.45
295,138,2,102.79
295,224,2,24.41
295,21,4,37.78
296,188,1,70.44
296,213,2,88.1
297,123,1,67.25
297,119,1,18.77
297,26,1,83.36
297,138,4,74.31
297,226,2,57.6
298,185,4,92.19
299,65,4,36.13
300,132,3,69.25
300,73,2,34.9
300,244,3,20.13
300,166,1,102.74
301,121,4,86.02
301,127,1,125.84
301,42,4,73.51
301,46,2,18.22
301,17,1,115.43
302,121,2,81.03
302,27,2,41.29
302,176,2,59.66
302,77,2,97.66
302,238,2,52.89
303,59,4,84.77
303,239,3,71.0
303,68,3,19.79
304,101,4,14.25
304,196,4,75.31
304,107,2,31.92
304,2,3,7.85
304,241,2,70.67
305,203,2,81.5
305,98,4,4.6
305,84,1,71.43
305,143,2,60.21
306,200,4,113.6
307,97,3,89.42
307,16,3,51.04
307,26,3,65.32
307,15,2,131.18
307,164,1,36.43
308,52,3,21.91
308,144,3,104.53
308,23,3,40.59
308,113,2,50.09
308,63,1,42.39
309,48,4,83.39
309,83,3,85.11
310,36,1,97.9
311,234,3,60.72
312,203,3,71.87
312,138,1,105.38
312,126,1,135.16
313,147,4,114.56
314,116,2,75.42
314,228,1,15.87
314,226,3,52.67
314,190,4,92.69
315,5,4,72.26
315,3,2,12.92
315,58,3,53.95
315,83,2,111.3
316,53,2,29.11
316,79,1,30.44
317,238,2,48.25
317,59,2,63.38
317,169,3,64.39
318,32,1,16.71
318,214,2,79.75
318,243,4,42.65
318,97,2,84.8
319,130,1,75.56
319,234,2,66.45
320,107,1,29.2
320,49,3,40.91
320,54,1,41.64
321,247,3,78.68
321,220,1,13.59
321,26,3,71.77
321,91,1,76.8
322,187,3,72.08
322,166,2,62.93
322,230,1,70.28
323,153,2,101.82
324,108,2,19.24
324,45,2,98.96
325,128,2,95.05
326,85,1,73.3
327,196,2,65.09
327,154,1,33.88
327,185,2,58.31
327,135,1,72.87
328,113,1,37.68
328,35,4,123.18
328,220,3,10.86
328,155,3,72.65
328,208,1,6.12
329,207,2,87.23
329,242,1,37.06
330,65,3,30.3
330,48,4,111.35
331,195,3,72.45
331,231,2,75.02
331,34,1,8.25
332,4,1,85.44
332,37,2,25.19
333,161,4,59.95
333,223,2,97.49
334,168,3,34.62
334,197,2,75.68
334,132,4,95.28
335,196,1,97.7
335,133,4,3.12
335,68,2,16.45
336,33,3,43.11
336,224,1,38.11
336,89,2,33.58
337,188,3,56.99
337,191,2,92.38
338,139,2,66.02
338,59,1,74.12
338,178,2,112.07
339,72,4,39.57
339,13,4,92.07
340,1,3,6.29
340,20,1,64.19
340,65,4,26.27
341,166,4,83.54
341,108,2,18.27
342,32,2,14.11
342,186,2,27.05
342,190,3,51.48
342,150,1,93.36
343,77,4,62.48
343,211,3,22.72
343,32,1,16.03
343,139,3,54.2
344,195,1,56.44
344,75,3,77.72
344,58,4,64.09
344,134,4,35.38
345,85,3,43.41
345,108,1,17.12
345,171,4,24.47
345,215,4,86.45
345,65,4,37.51
346,97,4,74.07
346,156,1,94.92
346,133,1,3.0
346,223,1,129.99
346,237,2,32.75
347,219,1,133.04
347,118,4,35.7
347,147,1,87.96
347,222,2,52.73
348,92,3,28.37
348,210,2,32.15
348,175,1,90.36
349,166,3,92.97
349,83,2,115.78
349,190,1,66.63
349,103,2,42.92
349,193,3,17.48
350,164,2,34.88
350,48,4,91.19
350,194,4,94.22
350,98,2,4.85
351,233,3,13.06
351,130,2,89.77
351,180,1,10.51
352,184,3,43.25
352,88,4,81.11
353,58,1,44.4
353,114,2,85.57
353,212,3,59.73
354,113,2,33.2
354,166,3,66.23
355,143,4,54.27
355,142,4,23.05
355,146,4,83.59
355,50,3,83.67
356,82,3,68.56
356,139,2,63.63
357,182,2,50.85
357,122,2,5.93
357,138,1,89.52
357,81,4,29.82
357,27,4,33.7
358,230,3,90.45
359,146,1,82.08
359,65,4,32.48
359,243,2,57.96
360,85,4,45.68
360,60,3,35.63
360,146,1,82.01
361,158,1,95.83
362,214,1,94.37
362,47,4,32.82
363,180,4,12.01
363,243,4,34.26
363,176,3,40.88
363,100,3,14.28
363,207,4,130.66
364,166,3,76.58
364,163,1,73.39
364,21,1,58.75
365,44,1,45.65
366,8,3,51.23
366,205,2,68.63
366,232,4,3.5
367,46,2,22.68
367,229,4,17.27
367,113,1,54.49
367,181,1,55.98
367,217,3,50.25
368,128,2,115.34
369,242,1,28.86
369,30,3,23.42
369,172,4,11.91
369,142,4,15.17
370,24,4,50.68
370,170,2,47.33
370,168,2,37.31
370,83,2,82.71
370,234,4,82.07
371,83,4,101.69
372,136,1,71.97
373,139,1,73.24
373,45,1,111.12
373,165,4,74.51
373,81,1,35.97
373,190,4,85.61
374,234,2,65.25
375,127,1,70.8
375,53,4,31.69
376,46,2,20.75
376,100,4,11.21
376,212,2,90.43
377,53,3,36.67
377,241,1,81.97
377,225,4,92.22
378,11,2,101.41
378,179,2,55.67
378,197,1,67.79
378,115,4,24.9
379,245,4,71.08
379,175,3,87.81
379,184,3,34.85
380,217,1,38.67
380,128,1,81.76
380,52,1,25.35
380,33,2,32.78
380,133,1,2.4
381,170,2,64.12
382,236,4,40.9
382,45,1,79.99
382,90,2,69.63
383,86,4,67.0
383,169,4,56.41
384,37,3,23.07
384,141,1,12.26
385,95,1,53.59
385,10,1,45.49
385,37,1,38.34
386,145,1,34.36
387,100,4,16.83
387,116,3,89.74
387,234,4,86.2
387,192,2,41.6
387,61,3,39.19
388,66,1,8.33
388,226,3,42.07
388,42,4,77.0
388,95,2,62.77
389,108,4,14.56
389,227,4,35.48
389,107,3,21.87
389,118,4,24.81
390,146,3,90.59
390,50,4,64.7
391,139,4,62.67
392,228,4,15.86
392,41,4,15.44
392,169,2,71.85
392,99,2,22.45
392,240,2,110.8
393,63,4,30.38
393,223,1,111.6
393,190,1,55.0
393,34,1,9.03
394,52,2,18.41
394,191,1,81.18
394,39,3,35.98
395,78,2,90.55
395,26,2,68.16
395,206,1,51.17
396,180,2,16.87
396,72,2,57.09
396,177,1,2.67
396,218,2,46.44
397,151,3,90.41
398,249,4,44.39
399,18,3,16.43
399,46,2,17.04
399,35,2,127.03
400,5,4,121.39
400,160,3,15.74
400,229,2,24.74
400,152,1,92.94
401,115,1,29.35
401,111,4,79.45
401,87,3,112.19
402,78,4,58.61
403,179,3,90.9
403,97,4,98.03
403,86,3,73.45
404,69,4,111.92
404,22,1,130.23
404,234,3,107.24
405,63,1,27.37
406,222,1,52.05
407,161,3,72.96
407,248,1,6.76
407,224,1,33.24
407,249,2,43.76
407,118,1,25.87
408,100,3,16.96
409,121,1,74.75
409,74,1,73.1
410,180,1,10.43
411,76,3,10.15
411,154,3,45.11
411,106,2,3.96
411,130,3,82.73
411,164,2,29.72
412,159,4,10.74
413,179,1,79.65
413,175,3,98.45
413,156,4,82.48
414,59,2,47.38
414,151,3,67.06
415,116,4,65.4
415,40,1,38.1
415,37,3,29.62
415,189,2,78.44
416,56,1,66.64
416,25,2,80.48
417,213,3,71.97
417,245,4,87.77
417,219,4,99.75
418,18,3,16.7
419,206,1,64.59
419,56,2,64.26
419,107,3,27.41
419,126,4,111.38
420,207,2,96.8
420,177,4,1.67
420,222,4,69.15
421,163,4,85.37
421,235,3,104.78
421,231,3,80.38
422,182,2,53.47
422,152,2,92.88
423,99,2,28.23
424,18,2,17.5
424,116,3,78.09
424,100,3,19.16
425,84,3,117.58
426,125,2,119.8
426,81,2,38.49
426,155,1,49.15
427,64,4,2.94
427,203,1,59.91
427,97,2,80.76
428,199,4,58.81
428,233,4,13.07
428,38,1,135.88
428,115,4,29.42
429,245,1,101.29
429,5,4,85.01
429,32,3,20.94
430,102,1,113.36
430,46,3,23.51
430,84,1,121.17
431,36,2,67.33
432,87,3,125.86
432,21,4,44.44
432,106,1,3.95
433,209,2,15.31
434,7,2,69.99
434,14,1,50.55
434,165,2,119.02
434,216,2,46.63
434,179,3,70.91
435,7,4,73.17
435,172,1,12.02
435,183,1,41.31
435,179,4,52.62
436,102,2,106.33
436,55,3,16.5
437,194,3,67.54
437,156,3,112.33
438,155,4,45.91
438,248,1,4.49
438,167,1,16.27
438,172,2,12.02
439,93,2,56.85
439,119,3,19.07
439,14,1,54.07
440,185,2,99.28
440,84,4,101.34
440,118,3,38.26
440,101,2,14.53
441,243,3,56.39
442,25,3,77.19
442,14,2,79.66
443,77,1,99.99
444,31,1,7.26
444,236,4,40.07
445,178,4,66.79
445,143,2,55.52
445,70,4,83.54
445,6,1,37.22
445,180,4,15.68
446,169,1,99.83
447,7,2,59.08
447,172,4,17.72
447,70,1,92.8
448,74,3,73.65
449,169,2,68.67
449,231,3,67.26
449,96,4,2.15
450,173,4,37.74
450,139,3,89.07
450,105,3,104.71
450,93,4,52.86
451,154,2,45.73
451,88,2,140.62
452,129,1,52.45
453,190,3,73.92
453,59,3,76.28
454,57,4,80.5
454,148,1,40.07
454,90,4,42.54
454,192,2,48.67
455,178,3,77.15
456,244,2,13.05
457,18,3,14.34
458,179,3,68.78
459,163,4,94.04
459,158,4,83.37
459,152,1,79.15
459,11,4,112.89
460,159,4,19.15
460,226,4,38.47
460,90,4,63.2
460,243,1,43.66
460,249,1,25.54
461,155,1,50.11
461,121,4,63.71
462,221,4,20.18
462,173,2,49.86
462,200,4,120.87
462,8,1,35.28
462,240,1,114.45
463,11,3,87.72
463,75,2,120.27
464,100,2,18.41
465,217,1,29.54
465,127,2,76.23
465,59,1,63.96
465,183,3,59.97
465,114,4,54.01
466,108,4,10.66
467,68,3,21.75
468,23,2,40.02
468,147,4,117.92
469,249,2,36.43
470,77,4,55.3
470,35,1,99.04
471,78,2,64.07
472,123,4,78.46
472,55,1,15.05
472,26,2,106.03
472,45,2,105.41
473,145,2,41.42
474,105,4,58.81
474,16,3,62.5
474,193,1,18.82
475,192,2,42.28
475,233,4,12.28
476,198,1,77.5
476,20,1,100.33
476,111,2,84.61
476,154,1,34.37
477,78,3,91.39
477,215,4,105.62
